auser_id,date,first_login,last_login,night_activity,file_access,usb_usage,top_urls,external_emails,risk_factor,threat_percentage,anomaly
CTA0020,2010-01-19,7,18,0,5.0,9.0,0,11.0,46.0,49.46236559139785,-1
CTA0020,2010-01-20,7,18,0,0.0,9.0,0,11.0,43.5,46.774193548387096,-1
CTA0020,2010-01-21,8,18,0,4.0,9.0,0,11.0,45.5,48.924731182795696,-1
CTA0020,2010-01-22,7,18,0,1.0,9.0,0,11.0,44.0,47.31182795698925,-1
CTA0020,2010-01-25,7,18,0,0.0,9.0,0,11.0,43.5,46.774193548387096,-1
CTA0020,2010-01-26,8,18,0,1.0,9.0,0,11.0,44.0,47.31182795698925,-1
CTA0020,2010-01-27,7,18,0,2.0,9.0,0,11.0,44.5,47.8494623655914,-1
CTA0020,2010-01-28,8,18,0,0.0,9.0,0,11.0,43.5,46.774193548387096,-1
CTA0020,2010-01-29,8,18,0,5.0,9.0,0,11.0,46.0,49.46236559139785,-1
CTA0020,2010-02-02,8,18,0,4.0,9.0,0,11.0,45.5,48.924731182795696,-1
CTA0020,2010-02-03,8,18,0,0.0,9.0,0,10.0,42.0,45.16129032258064,-1
CTA0020,2010-02-05,8,18,0,2.0,8.0,0,11.0,41.5,44.623655913978496,-1
CTA0020,2010-02-08,8,18,0,0.0,9.0,0,11.0,43.5,46.774193548387096,-1
CTA0020,2010-02-09,8,18,0,0.0,9.0,0,10.0,42.0,45.16129032258064,-1
CTA0020,2010-02-10,8,18,0,0.0,9.0,0,11.0,43.5,46.774193548387096,-1
CTA0020,2010-02-11,8,18,0,3.0,8.0,0,11.0,42.0,45.16129032258064,-1
CTA0020,2010-02-12,8,18,0,0.0,9.0,0,11.0,43.5,46.774193548387096,-1
CTA0020,2010-02-15,7,18,0,0.0,9.0,0,11.0,43.5,46.774193548387096,-1
CTA0020,2010-02-16,8,18,0,4.0,9.0,0,11.0,45.5,48.924731182795696,-1
CTA0020,2010-02-17,7,18,0,1.0,8.0,0,11.0,41.0,44.086021505376344,-1
CTA0020,2010-02-18,7,18,0,2.0,8.0,0,11.0,41.5,44.623655913978496,-1
CTA0020,2010-02-22,7,18,0,0.0,10.0,0,11.0,46.5,50.0,-1
CTA0020,2010-02-23,8,18,0,1.0,8.0,0,11.0,41.0,44.086021505376344,-1
DBB0384,2010-01-04,7,16,0,27.0,9.0,http://linkedin.com/Harry_Chauvel/chetwode/cebwrpg757315014.jsp | http://kayak.com/Drers_Rhinoceros/rhinoceros/rkcrevzrag1483877726.aspx,9.0,54.0,58.06451612903226,-1
DBB0384,2010-01-05,8,15,0,27.0,9.0,http://linkedin.com/Harry_Chauvel/chetwode/cebwrpg757315014.jsp | http://eonline.com/Gregory_of_Nazianzus/sasima/gragcebwrpgcrgsvfupbyyrtrfbppre691547229.htm,9.0,54.0,58.06451612903226,-1
DBB0384,2010-01-06,7,16,0,21.0,9.0,http://linkedin.com/Harry_Chauvel/chetwode/cebwrpg757315014.jsp | http://eonline.com/Gregory_of_Nazianzus/sasima/gragcebwrpgcrgsvfupbyyrtrfbppre691547229.htm,8.0,49.5,53.2258064516129,-1
DBB0384,2010-01-07,8,15,0,26.0,9.0,http://eonline.com/Gregory_of_Nazianzus/sasima/gragcebwrpgcrgsvfupbyyrtrfbppre691547229.htm | http://linkedin.com/Harry_Chauvel/chetwode/cebwrpg757315014.jsp,9.0,53.5,57.52688172043011,-1
DBB0384,2010-01-08,7,16,0,27.0,9.0,0,9.0,54.0,58.06451612903226,-1
DBB0384,2010-01-11,7,15,0,25.0,9.0,0,6.0,48.5,52.1505376344086,-1
DBB0384,2010-01-12,7,16,0,23.0,9.0,0,9.0,52.0,55.91397849462365,-1
DBB0384,2010-01-13,8,15,0,27.0,9.0,0,9.0,54.0,58.06451612903226,-1
DBB0384,2010-01-14,7,16,0,23.0,9.0,0,9.0,52.0,55.91397849462365,-1
DBB0384,2010-01-15,8,16,0,27.0,8.0,0,9.0,51.0,54.83870967741935,-1
DBB0384,2010-01-18,7,16,0,22.0,9.0,0,9.0,51.5,55.376344086021504,-1
DBB0384,2010-01-19,7,16,0,27.0,9.0,0,9.0,54.0,58.06451612903226,-1
DBB0384,2010-01-20,7,16,0,27.0,9.0,0,9.0,54.0,58.06451612903226,-1
DBB0384,2010-01-21,8,15,0,26.0,9.0,0,9.0,53.5,57.52688172043011,-1
DBB0384,2010-01-22,7,16,0,23.0,9.0,0,9.0,52.0,55.91397849462365,-1
DBB0384,2010-01-25,7,16,0,24.0,9.0,0,8.0,51.0,54.83870967741935,-1
DBB0384,2010-01-26,8,15,0,23.0,8.0,0,8.0,47.5,51.075268817204304,-1
DBB0384,2010-01-27,7,16,0,24.0,9.0,0,9.0,52.5,56.451612903225815,-1
DBB0384,2010-01-28,7,15,0,26.0,9.0,0,9.0,53.5,57.52688172043011,-1
DBB0384,2010-01-29,8,15,0,24.0,8.0,0,9.0,49.5,53.2258064516129,-1
DBB0384,2010-02-01,8,15,0,24.0,8.0,0,8.0,48.0,51.61290322580645,-1
DBB0384,2010-02-02,8,16,0,17.0,8.0,0,8.0,44.5,47.8494623655914,-1
DBB0384,2010-02-03,8,15,0,27.0,9.0,0,8.0,52.5,56.451612903225815,-1
DBB0384,2010-02-04,8,15,0,22.0,8.0,0,9.0,48.5,52.1505376344086,-1
DBB0384,2010-02-05,8,16,0,27.0,9.0,0,1.0,42.0,45.16129032258064,-1
DBB0384,2010-02-08,8,15,0,27.0,9.0,0,9.0,54.0,58.06451612903226,-1
DBB0384,2010-02-09,8,15,0,27.0,9.0,0,9.0,54.0,58.06451612903226,-1
DBB0384,2010-02-10,8,15,0,25.0,9.0,0,9.0,53.0,56.98924731182796,-1
DBB0384,2010-02-11,8,16,0,25.0,9.0,0,9.0,53.0,56.98924731182796,-1
DBB0384,2010-02-12,8,15,0,23.0,9.0,0,9.0,52.0,55.91397849462365,-1
DBB0384,2010-02-15,7,16,0,19.0,9.0,0,9.0,50.0,53.76344086021505,-1
DBB0384,2010-02-16,8,16,0,23.0,8.0,0,9.0,49.0,52.68817204301075,-1
DBB0384,2010-02-17,7,16,0,27.0,9.0,0,7.0,51.0,54.83870967741935,-1
DBB0384,2010-02-18,8,16,0,21.0,9.0,0,8.0,49.5,53.2258064516129,-1
DBB0384,2010-02-19,7,16,0,23.0,9.0,0,9.0,52.0,55.91397849462365,-1
DBB0384,2010-02-22,7,16,0,20.0,9.0,0,8.0,49.0,52.68817204301075,-1
DBB0384,2010-02-23,7,16,0,25.0,8.0,0,9.0,50.0,53.76344086021505,-1
DFR0218,2010-01-06,3,23,7,0.0,0.0,http://npr.org/Ailanthus_altissima/altissima/qrfxgbcbcrengvbaffheiviny373084835.html | http://barnesandnoble.com/1995_Pacific_hurricane_season/dalila/znyyfubccvatpneqvbqrfxgbc1915301871.asp,11.0,30.5,32.795698924731184,-1
DFR0218,2010-01-14,2,23,6,0.0,0.0,0,11.0,28.5,30.64516129032258,-1
DFR0218,2010-01-20,2,22,6,0.0,0.0,0,11.0,28.5,30.64516129032258,-1
DFR0218,2010-01-28,1,23,8,0.0,0.0,0,11.0,32.5,34.946236559139784,-1
DFR0218,2010-02-15,2,15,6,0.0,0.0,0,11.0,28.5,30.64516129032258,-1
DLM0051,2010-01-03,6,16,0,21.0,9.0,http://careerbuilder.com/Singin_and_Swingin_and_Gettin_Merry_Like_Christmas/swingin/fgengrtl2077562493.html | http://topix.com/1996_United_States_campaign_finance_controversy/freeh/puryybfgengrtlercbegvatculfvpf1249597843.aspx,18.0,64.5,69.35483870967742,-1
DLM0051,2010-01-04,7,15,0,22.0,8.0,http://lowes.com/Layla/allmans/puhepupnzcqbphzragnelfrjvatoybt2111045383.asp | http://t-mobile.com/Bill_Newton/siffleet/qbphzragnelsrnfvovyvglfbsggraavf1005246298.asp,18.0,62.0,66.66666666666666,-1
DLM0051,2010-01-05,7,16,0,27.0,9.0,http://careerbuilder.com/Singin_and_Swingin_and_Gettin_Merry_Like_Christmas/swingin/fgengrtl2077562493.html | http://t-mobile.com/Bill_Newton/siffleet/qbphzragnelsrnfvovyvglfbsggraavf1005246298.asp,18.0,67.5,72.58064516129032,-1
DLM0051,2010-01-06,7,15,0,27.0,9.0,http://careerbuilder.com/Singin_and_Swingin_and_Gettin_Merry_Like_Christmas/swingin/fgengrtl2077562493.html | http://simplyhired.com/Ross_Perot_presidential_campaign_1992/riney/ercbegvatguernqjbexbhgebhgvaryvahk1033350283.aspx,18.0,67.5,72.58064516129032,-1
DLM0051,2010-01-07,6,16,0,24.0,9.0,http://careerbuilder.com/Singin_and_Swingin_and_Gettin_Merry_Like_Christmas/swingin/fgengrtl2077562493.html | http://archive.org/Dutch_1913_battleship_proposal/idenburg/svanapr2132499910.jsp,18.0,66.0,70.96774193548387,-1
DLM0051,2010-01-08,6,16,0,26.0,9.0,0,18.0,67.0,72.04301075268818,-1
DLM0051,2010-01-09,6,15,0,27.0,9.0,0,18.0,67.5,72.58064516129032,-1
DLM0051,2010-01-10,7,15,0,21.0,7.0,0,18.0,58.5,62.903225806451616,-1
DLM0051,2010-01-11,6,16,0,26.0,9.0,0,17.0,65.5,70.43010752688173,-1
DLM0051,2010-01-12,7,15,0,25.0,9.0,0,17.0,65.0,69.89247311827957,-1
DLM0051,2010-01-13,6,15,0,21.0,8.0,0,12.0,52.5,56.451612903225815,-1
DLM0051,2010-01-14,6,16,0,22.0,9.0,0,18.0,65.0,69.89247311827957,-1
DLM0051,2010-01-15,6,16,0,27.0,8.0,0,16.0,61.5,66.12903225806451,-1
DLM0051,2010-01-16,7,15,0,25.0,9.0,0,18.0,66.5,71.50537634408603,-1
DLM0051,2010-01-18,6,16,0,27.0,9.0,0,18.0,67.5,72.58064516129032,-1
DLM0051,2010-01-19,6,16,0,27.0,7.0,0,18.0,61.5,66.12903225806451,-1
DLM0051,2010-01-20,6,15,0,25.0,9.0,0,18.0,66.5,71.50537634408603,-1
DLM0051,2010-01-21,6,16,0,27.0,9.0,0,18.0,67.5,72.58064516129032,-1
DLM0051,2010-01-22,7,15,0,24.0,8.0,0,18.0,63.0,67.74193548387096,-1
DLM0051,2010-01-24,7,16,0,24.0,9.0,0,17.0,64.5,69.35483870967742,-1
DLM0051,2010-01-25,6,15,0,27.0,9.0,0,18.0,67.5,72.58064516129032,-1
DLM0051,2010-01-26,7,15,0,23.0,9.0,0,17.0,64.0,68.81720430107528,-1
DLM0051,2010-01-27,7,15,0,27.0,7.0,0,18.0,61.5,66.12903225806451,-1
DLM0051,2010-01-28,7,16,0,27.0,8.0,0,18.0,64.5,69.35483870967742,-1
DLM0051,2010-01-29,7,15,0,27.0,8.0,0,18.0,64.5,69.35483870967742,-1
DLM0051,2010-01-31,6,15,0,27.0,8.0,0,18.0,64.5,69.35483870967742,-1
DLM0051,2010-02-02,7,15,0,27.0,9.0,0,17.0,66.0,70.96774193548387,-1
DLM0051,2010-02-03,7,15,0,19.0,9.0,0,18.0,63.5,68.27956989247312,-1
DLM0051,2010-02-04,7,15,0,27.0,8.0,0,18.0,64.5,69.35483870967742,-1
DLM0051,2010-02-05,6,16,0,23.0,8.0,0,18.0,62.5,67.20430107526882,-1
DLM0051,2010-02-08,7,15,0,16.0,9.0,0,18.0,62.0,66.66666666666666,-1
DLM0051,2010-02-09,6,16,0,25.0,9.0,0,17.0,65.0,69.89247311827957,-1
DLM0051,2010-02-10,6,16,0,27.0,9.0,0,15.0,63.0,67.74193548387096,-1
DLM0051,2010-02-11,6,16,0,26.0,9.0,0,18.0,67.0,72.04301075268818,-1
DLM0051,2010-02-12,6,16,0,19.0,9.0,0,17.0,62.0,66.66666666666666,-1
DLM0051,2010-02-14,6,16,0,26.0,9.0,0,18.0,67.0,72.04301075268818,-1
DLM0051,2010-02-15,7,15,0,27.0,9.0,0,16.0,64.5,69.35483870967742,-1
DLM0051,2010-02-16,7,15,0,25.0,9.0,0,18.0,66.5,71.50537634408603,-1
DLM0051,2010-02-17,6,16,0,27.0,9.0,0,18.0,67.5,72.58064516129032,-1
DLM0051,2010-02-18,6,16,0,23.0,9.0,0,18.0,65.5,70.43010752688173,-1
DLM0051,2010-02-19,7,15,0,23.0,7.0,0,17.0,58.0,62.365591397849464,-1
DLM0051,2010-02-22,7,15,0,27.0,9.0,0,18.0,67.5,72.58064516129032,-1
DLM0051,2010-02-23,6,15,0,27.0,9.0,0,18.0,67.5,72.58064516129032,-1
DMG0358,2010-01-07,2,23,6,0.0,0.0,http://eonline.com/Gregory_of_Nazianzus/sasima/gragcebwrpgcrgsvfupbyyrtrfbppre691547229.htm | http://urbanspoon.com/Dhaka/jamdani/obqlohvyqvat2086799534.html,11.0,28.5,30.64516129032258,-1
DMG0358,2010-01-14,3,23,6,0.0,0.0,0,11.0,28.5,30.64516129032258,-1
DMG0358,2010-01-25,1,21,6,0.0,0.0,0,11.0,28.5,30.64516129032258,-1
DMG0358,2010-02-01,1,20,8,0.0,0.0,0,11.0,32.5,34.946236559139784,-1
DMG0358,2010-02-02,3,22,6,0.0,0.0,0,11.0,28.5,30.64516129032258,-1
DMG0358,2010-02-04,2,22,6,0.0,0.0,0,11.0,28.5,30.64516129032258,-1
DMG0358,2010-02-05,8,23,6,0.0,0.0,0,10.0,27.0,29.03225806451613,-1
DMG0358,2010-02-11,2,23,8,0.0,0.0,0,11.0,32.5,34.946236559139784,-1
DMG0358,2010-02-16,4,23,10,0.0,0.0,0,11.0,36.5,39.247311827956985,-1
EIS0041,2010-01-04,2,18,6,16.0,6.0,http://linkwithin.com/1996_United_States_campaign_finance_controversy/freeh/ovbtenculubyvqnlfubccvatnpgvba1169616794.html | http://digitalpoint.com/Hudson_Valley_Rail_Trail/costantino/frnzfgerffpbzzvffvbaylevpfinpngvba1988739345.htm,10.0,53.0,56.98924731182796,-1
EIS0041,2010-01-07,2,19,6,14.0,5.0,http://conduit.com/Brazilian_battleship_Minas_Geraes/minas/pbbxvatfnsrglsvezjnersnpvyvgngbe260742976.htm | http://kmart.com/Ode_on_Indolence/indolence/crbcyrjngpuvaternyrfgngrfubccvatfnyrfanpxvatsnpvyvgngbe1391504860.jsp,10.0,49.0,52.68817204301075,-1
EIS0041,2010-01-08,5,22,4,8.0,5.0,0,10.0,42.0,45.16129032258064,-1
EIS0041,2010-01-11,7,22,4,17.0,4.0,0,9.0,42.0,45.16129032258064,-1
EIS0041,2010-01-12,5,22,6,7.0,4.0,0,10.0,42.5,45.69892473118279,-1
EIS0041,2010-01-13,7,23,4,16.0,4.0,0,10.0,43.0,46.236559139784944,-1
EIS0041,2010-01-14,0,23,10,0.0,5.0,0,9.0,48.5,52.1505376344086,-1
EIS0041,2010-01-15,4,15,2,13.0,3.0,0,10.0,34.5,37.096774193548384,-1
EIS0041,2010-01-19,3,23,6,22.0,6.0,0,10.0,56.0,60.215053763440864,-1
EIS0041,2010-01-20,1,23,6,15.0,6.0,0,10.0,52.5,56.451612903225815,-1
EIS0041,2010-01-21,2,21,4,17.0,8.0,0,10.0,55.5,59.67741935483871,-1
EIS0041,2010-01-22,4,22,8,18.0,7.0,0,9.0,59.5,63.97849462365591,-1
EIS0041,2010-01-25,0,21,8,37.0,7.0,0,10.0,70.5,75.80645161290323,-1
EIS0041,2010-01-27,3,23,6,30.0,5.0,0,10.0,57.0,61.29032258064516,-1
EIS0041,2010-01-28,2,22,6,20.0,5.0,0,10.0,52.0,55.91397849462365,-1
EIS0041,2010-01-29,2,23,4,16.0,3.0,0,10.0,40.0,43.01075268817204,-1
EIS0041,2010-02-02,7,22,4,17.0,5.0,0,9.0,45.0,48.38709677419355,-1
EIS0041,2010-02-04,7,22,4,13.0,3.0,0,10.0,38.5,41.39784946236559,-1
EIS0041,2010-02-05,6,22,2,16.0,3.0,0,10.0,36.0,38.70967741935484,-1
EIS0041,2010-02-08,7,23,2,16.0,6.0,0,10.0,45.0,48.38709677419355,-1
EIS0041,2010-02-10,0,23,4,12.0,5.0,0,10.0,44.0,47.31182795698925,-1
EIS0041,2010-02-11,6,22,2,15.0,3.0,0,10.0,35.5,38.17204301075269,-1
EIS0041,2010-02-15,7,23,2,4.0,4.0,0,10.0,33.0,35.483870967741936,-1
EIS0041,2010-02-18,1,15,6,10.0,3.0,0,10.0,41.0,44.086021505376344,-1
EIS0041,2010-02-19,4,22,4,3.0,4.0,0,10.0,36.5,39.247311827956985,-1
EIS0041,2010-02-23,1,22,8,22.0,6.0,0,10.0,60.0,64.51612903225806,-1
EIS0041,2010-03-02,0,22,8,26.0,7.0,0,0.0,50.0,53.76344086021505,-1
EIS0041,2010-03-04,3,21,4,17.0,5.0,0,0.0,31.5,33.87096774193548,-1
EIS0041,2010-03-10,0,19,4,10.0,3.0,0,0.0,22.0,23.655913978494624,-1
EIS0041,2010-03-11,3,23,6,15.0,3.0,0,0.0,28.5,30.64516129032258,-1
EIS0041,2010-03-12,7,22,4,7.0,4.0,0,0.0,23.5,25.268817204301076,-1
EIS0041,2010-03-16,0,15,4,14.0,3.0,0,0.0,24.0,25.806451612903224,-1
EIS0041,2010-03-19,3,21,8,2.0,7.0,0,0.0,38.0,40.86021505376344,-1
EIS0041,2010-03-22,1,22,6,19.0,6.0,0,0.0,39.5,42.473118279569896,-1
EIS0041,2010-03-23,0,21,8,4.0,4.0,0,0.0,30.0,32.25806451612903,-1
EIS0041,2010-03-24,2,19,6,12.0,5.0,0,0.0,33.0,35.483870967741936,-1
EIS0041,2010-03-26,3,22,8,5.0,3.0,0,0.0,27.5,29.56989247311828,-1
EIS0041,2010-03-29,3,15,5,14.0,5.0,0,0.0,32.0,34.40860215053764,-1
EIS0041,2010-03-30,5,22,4,22.0,5.0,0,0.0,34.0,36.55913978494624,-1
EIS0041,2010-03-31,4,23,6,21.0,6.0,0,0.0,40.5,43.54838709677419,-1
EIS0041,2010-04-08,2,15,4,10.0,4.0,0,0.0,25.0,26.881720430107524,-1
EIS0041,2010-04-14,7,22,2,20.0,4.0,0,0.0,26.0,27.956989247311824,-1
EIS0041,2010-04-16,2,23,8,15.0,5.0,0,0.0,38.5,41.39784946236559,-1
EIS0041,2010-04-19,5,22,5,11.0,5.0,0,0.0,30.5,32.795698924731184,-1
EIS0041,2010-04-20,1,22,8,7.0,7.0,0,0.0,40.5,43.54838709677419,-1
EIS0041,2010-04-21,7,22,2,14.0,6.0,0,0.0,29.0,31.182795698924732,-1
EIS0041,2010-04-22,0,17,6,24.0,5.0,0,0.0,39.0,41.935483870967744,-1
EIS0041,2010-04-26,5,15,6,27.0,6.0,0,0.0,43.5,46.774193548387096,-1
EIS0041,2010-04-27,1,15,4,8.0,3.0,0,0.0,21.0,22.58064516129032,-1
EIS0041,2010-04-28,0,23,6,13.0,5.0,0,0.0,33.5,36.02150537634409,-1
EIS0041,2010-04-29,0,22,6,18.0,5.0,0,0.0,36.0,38.70967741935484,-1
EIS0041,2010-04-30,5,22,4,2.0,5.0,0,0.0,24.0,25.806451612903224,-1
EIS0041,2010-05-05,4,23,7,12.0,4.0,0,0.0,32.0,34.40860215053764,-1
EIS0041,2010-05-06,3,21,5,18.0,4.0,0,0.0,31.0,33.33333333333333,-1
EIS0041,2010-05-07,1,23,6,7.0,7.0,0,0.0,36.5,39.247311827956985,-1
EIS0041,2010-05-10,7,23,4,13.0,3.0,0,0.0,23.5,25.268817204301076,-1
EIS0041,2010-05-19,0,22,6,24.0,5.0,0,0.0,39.0,41.935483870967744,-1
EIS0041,2010-05-25,0,23,6,29.0,6.0,0,0.0,44.5,47.8494623655914,-1
EIS0041,2010-06-02,0,21,4,14.0,5.0,0,0.0,30.0,32.25806451612903,-1
EIS0041,2010-06-03,3,21,6,13.0,5.0,0,0.0,33.5,36.02150537634409,-1
EIS0041,2010-06-04,7,22,4,23.0,6.0,0,0.0,37.5,40.32258064516129,-1
EIS0041,2010-06-07,6,22,2,15.0,5.0,0,0.0,26.5,28.49462365591398,-1
EIS0041,2010-06-09,5,22,4,24.0,4.0,0,0.0,32.0,34.40860215053764,-1
EIS0041,2010-06-10,0,19,4,17.0,4.0,0,0.0,28.5,30.64516129032258,-1
EIS0041,2010-06-11,1,19,2,23.0,5.0,0,0.0,30.5,32.795698924731184,-1
EIS0041,2010-06-14,0,7,2,16.0,5.0,0,0.0,27.0,29.03225806451613,-1
GKO0078,2010-02-11,7,17,0,12.0,2.0,0,18.0,39.0,41.935483870967744,-1
GNS0178,2010-02-09,1,18,2,27.0,1.0,0,8.0,32.5,34.946236559139784,-1
GTD0219,2010-01-04,3,23,6,14.0,6.0,http://kohls.com/Remain_in_Light/jerden/yvprafrnterrzragfreireiveghnyznpuvar364291838.aspx | http://networksolutions.com/No_Line_on_the_Horizon/fez/ubjgbgiarjf469250097.asp,10.0,52.0,55.91397849462365,-1
GTD0219,2010-01-05,1,22,4,11.0,5.0,http://npr.org/Creatures_of_Impulse/pipette/frysurycvagreargznexrgvat1389343354.aspx | http://outbrain.com/Second_Ostend_Raid/godsal/sybjrefnqqyrovplpyrcrevbqvpnyf88439447.asp,11.0,45.0,48.38709677419355,-1
GTD0219,2010-01-06,1,21,8,14.0,6.0,http://mlb.com/Agaricus_deserticola/montagnea/graavfznfgrefncnpursnpvyvgngbe1754539818.php | http://megaclick.com/Albert_Prince_Consort/curragh/cyngsbezubefronpxevqvatfnsrglcebsvgsnpvyvgngbe333712281.php,11.0,57.5,61.82795698924731,-1
GTD0219,2010-01-07,2,23,4,17.0,5.0,http://conduit.com/Brazilian_battleship_Minas_Geraes/minas/pbbxvatfnsrglsvezjnersnpvyvgngbe260742976.htm | http://latimes.com/Canadian_federal_election_1957/diefenbaker/genirythvqrrnflyvfgravatzhfvpiveghnycevingrargjbex83114751.jsp,11.0,48.0,51.61290322580645,-1
GTD0219,2010-01-08,7,19,0,19.0,6.0,0,11.0,44.0,47.31182795698925,-1
GTD0219,2010-01-13,3,23,4,11.0,5.0,0,11.0,45.0,48.38709677419355,-1
GTD0219,2010-01-18,3,22,5,18.0,4.0,0,11.0,47.5,51.075268817204304,-1
GTD0219,2010-01-19,0,15,2,10.0,3.0,0,11.0,34.5,37.096774193548384,-1
GTD0219,2010-01-20,3,23,6,14.0,5.0,0,11.0,50.5,54.3010752688172,-1
GTD0219,2010-01-21,3,22,10,10.0,6.0,0,10.0,58.0,62.365591397849464,-1
GTD0219,2010-01-22,2,20,4,23.0,5.0,0,11.0,51.0,54.83870967741935,-1
GTD0219,2010-01-25,3,19,2,23.0,4.0,0,8.0,39.5,42.473118279569896,-1
GTD0219,2010-01-26,0,15,6,13.0,5.0,0,11.0,50.0,53.76344086021505,-1
GTD0219,2010-01-27,7,22,2,9.0,2.0,0,11.0,31.0,33.33333333333333,-1
GTD0219,2010-01-29,7,23,2,9.0,2.0,0,11.0,31.0,33.33333333333333,-1
GTD0219,2010-02-01,2,19,2,2.0,4.0,0,11.0,33.5,36.02150537634409,-1
GTD0219,2010-02-02,0,15,4,17.0,3.0,0,11.0,42.0,45.16129032258064,-1
GTD0219,2010-02-09,3,15,2,12.0,4.0,0,11.0,38.5,41.39784946236559,-1
GTD0219,2010-02-10,6,23,4,8.0,5.0,0,11.0,43.5,46.774193548387096,-1
GTD0219,2010-02-12,5,23,4,21.0,6.0,0,11.0,53.0,56.98924731182796,-1
GTD0219,2010-02-15,1,15,4,10.0,3.0,0,11.0,38.5,41.39784946236559,-1
GTD0219,2010-02-16,1,19,2,18.0,6.0,0,11.0,47.5,51.075268817204304,-1
GTD0219,2010-02-17,3,23,7,18.0,5.0,0,11.0,54.5,58.602150537634415,-1
GTD0219,2010-02-22,1,22,6,5.0,7.0,0,11.0,52.0,55.91397849462365,-1
GTD0219,2010-02-23,4,23,8,19.0,5.0,0,11.0,57.0,61.29032258064516,-1
GTD0219,2010-02-24,0,22,6,18.0,7.0,0,4.0,48.0,51.61290322580645,-1
GTD0219,2010-02-25,5,15,4,25.0,3.0,0,0.0,29.5,31.72043010752688,-1
GTD0219,2010-02-26,1,20,2,17.0,4.0,0,0.0,24.5,26.344086021505376,-1
GTD0219,2010-03-02,2,21,4,9.0,7.0,0,0.0,33.5,36.02150537634409,-1
GTD0219,2010-03-04,3,21,6,12.0,4.0,0,0.0,30.0,32.25806451612903,-1
GTD0219,2010-03-05,3,23,6,1.0,6.0,0,0.0,30.5,32.795698924731184,-1
GTD0219,2010-03-15,1,23,4,4.0,6.0,0,0.0,28.0,30.107526881720432,-1
GTD0219,2010-03-17,0,15,4,8.0,4.0,0,0.0,24.0,25.806451612903224,-1
GTD0219,2010-03-18,7,23,6,10.0,4.0,0,0.0,29.0,31.182795698924732,-1
GTD0219,2010-03-19,0,20,4,16.0,5.0,0,0.0,31.0,33.33333333333333,-1
GTD0219,2010-03-23,2,17,4,5.0,6.0,0,0.0,28.5,30.64516129032258,-1
GTD0219,2010-03-24,0,21,8,8.0,4.0,0,0.0,32.0,34.40860215053764,-1
GTD0219,2010-03-26,7,22,2,26.0,3.0,0,0.0,26.0,27.956989247311824,-1
GTD0219,2010-03-30,0,21,7,12.0,7.0,0,0.0,41.0,44.086021505376344,-1
GTD0219,2010-04-01,2,19,2,19.0,5.0,0,0.0,28.5,30.64516129032258,-1
GTD0219,2010-04-05,1,23,6,6.0,4.0,0,0.0,27.0,29.03225806451613,-1
GTD0219,2010-04-07,3,22,10,13.0,6.0,0,0.0,44.5,47.8494623655914,-1
GTD0219,2010-04-08,0,15,6,21.0,4.0,0,0.0,34.5,37.096774193548384,-1
GTD0219,2010-04-09,3,15,8,26.0,5.0,0,0.0,44.0,47.31182795698925,-1
GTD0219,2010-04-12,5,22,4,12.0,4.0,0,0.0,26.0,27.956989247311824,-1
GTD0219,2010-04-15,6,23,4,15.0,5.0,0,0.0,30.5,32.795698924731184,-1
GTD0219,2010-04-16,1,23,10,5.0,7.0,0,0.0,43.5,46.774193548387096,-1
GTD0219,2010-04-20,0,22,4,17.0,6.0,0,0.0,34.5,37.096774193548384,-1
GTD0219,2010-04-21,0,15,6,14.0,4.0,0,0.0,31.0,33.33333333333333,-1
GTD0219,2010-04-22,3,23,6,7.0,5.0,0,0.0,30.5,32.795698924731184,-1
GTD0219,2010-04-26,5,22,6,19.0,6.0,0,0.0,39.5,42.473118279569896,-1
GTD0219,2010-04-27,0,20,2,10.0,6.0,0,0.0,27.0,29.03225806451613,-1
GTD0219,2010-04-28,3,19,4,5.0,7.0,0,0.0,31.5,33.87096774193548,-1
GTD0219,2010-04-29,1,20,4,11.0,3.0,0,0.0,22.5,24.193548387096776,-1
GTD0219,2010-05-03,2,20,4,10.0,6.0,0,0.0,31.0,33.33333333333333,-1
GTD0219,2010-05-04,5,19,2,33.0,6.0,0,0.0,38.5,41.39784946236559,-1
GTD0219,2010-05-05,0,19,4,12.0,6.0,0,0.0,32.0,34.40860215053764,-1
GTD0219,2010-05-06,6,22,4,12.0,6.0,0,0.0,32.0,34.40860215053764,-1
GTD0219,2010-05-07,3,22,4,26.0,5.0,0,0.0,36.0,38.70967741935484,-1
GTD0219,2010-05-11,5,18,2,17.0,4.0,0,0.0,24.5,26.344086021505376,-1
GTD0219,2010-05-12,2,23,8,14.0,7.0,0,0.0,44.0,47.31182795698925,-1
GTD0219,2010-05-14,6,23,4,18.0,5.0,0,0.0,32.0,34.40860215053764,-1
GTD0219,2010-05-19,3,18,2,24.0,6.0,0,0.0,34.0,36.55913978494624,-1
GTD0219,2010-05-20,0,17,4,9.0,4.0,0,0.0,24.5,26.344086021505376,-1
GTD0219,2010-05-24,0,21,4,4.0,5.0,0,0.0,25.0,26.881720430107524,-1
GTD0219,2010-05-25,7,23,6,23.0,7.0,0,0.0,44.5,47.8494623655914,-1
GTD0219,2010-05-27,6,22,4,7.0,4.0,0,0.0,23.5,25.268817204301076,-1
GTD0219,2010-05-28,2,23,10,8.0,4.0,0,0.0,36.0,38.70967741935484,-1
